iter	Passed	Remaining
1742	2442	1761
1743	2444	1760
1744	2446	1759
1745	2447	1757
1746	2449	1756
1747	2450	1755
1748	2451	1753
1749	2452	1752
1750	2454	1750
1751	2455	1749
1752	2457	1748
1753	2459	1747
1754	2461	1745
1755	2462	1744
1756	2463	1743
1757	2465	1741
1758	2466	1740
1759	2467	1738
1760	2469	1737
1761	2470	1735
1762	2472	1734
1763	2473	1733
1764	2474	1731
1765	2476	1730
1766	2477	1728
1767	2478	1727
1768	2480	1726
1769	2481	1724
1770	2482	1722
1771	2484	1721
1772	2485	1720
1773	2486	1718
1774	2488	1717
1775	2489	1715
1776	2491	1714
1777	2492	1713
1778	2494	1712
1779	2495	1710
1780	2497	1709
1781	2498	1708
1782	2500	1706
1783	2501	1704
1784	2502	1703
1785	2503	1701
1786	2505	1700
1787	2506	1699
1788	2508	1697
1789	2509	1696
1790	2510	1694
1791	2511	1693
1792	2513	1691
1793	2514	1690
1794	2515	1689
1795	2517	1687
1796	2518	1686
1797	2520	1684
1798	2521	1683
1799	2522	1681
1800	2523	1680
1801	2525	1679
1802	2526	1677
1803	2528	1676
1804	2529	1674
1805	2531	1673
1806	2532	1672
1807	2534	1670
1808	2535	1669
1809	2536	1667
1810	2538	1666
1811	2539	1665
1812	2541	1663
1813	2542	1662
1814	2544	1661
1815	2545	1659
1816	2547	1658
1817	2548	1656
1818	2549	1655
1819	2551	1654
1820	2552	1652
1821	2553	1651
1822	2554	1649
1823	2557	1648
1824	2558	1647
1825	2559	1645
1826	2561	1644
1827	2563	1643
1828	2564	1641
1829	2566	1640
1830	2567	1639
1831	2568	1637
1832	2570	1636
1833	2571	1634
1834	2572	1633
1835	2573	1631
1836	2575	1630
1837	2576	1628
1838	2577	1627
1839	2579	1625
1840	2580	1624
1841	2582	1623
1842	2583	1621
1843	2585	1620
1844	2586	1619
1845	2587	1617
1846	2589	1616
1847	2590	1614
1848	2592	1613
1849	2593	1612
1850	2594	1610
1851	2596	1609
1852	2597	1607
1853	2598	1606
1854	2600	1605
1855	2601	1603
1856	2603	1602
1857	2604	1600
1858	2606	1599
1859	2607	1598
1860	2608	1596
1861	2610	1595
1862	2611	1593
1863	2612	1592
1864	2614	1590
1865	2615	1589
1866	2617	1588
1867	2618	1587
1868	2620	1585
1869	2621	1584
1870	2622	1582
1871	2624	1581
1872	2625	1579
1873	2626	1578
1874	2628	1576
1875	2629	1575
1876	2630	1574
1877	2632	1572
1878	2634	1571
1879	2635	1570
1880	2637	1568
1881	2638	1567
1882	2640	1566
1883	2641	1564
1884	2643	1563
1885	2644	1562
1886	2645	1560
1887	2647	1559
1888	2648	1557
1889	2650	1556
1890	2651	1554
1891	2652	1553
1892	2653	1551
1893	2655	1550
1894	2657	1549
1895	2658	1548
1896	2659	1546
1897	2661	1545
1898	2662	1543
1899	2663	1542
1900	2665	1540
1901	2667	1539
1902	2668	1538
1903	2669	1536
1904	2671	1535
1905	2672	1533
1906	2673	1532
1907	2675	1531
1908	2676	1529
1909	2677	1528
1910	2679	1526
1911	2680	1525
1912	2682	1524
1913	2683	1522
1914	2685	1521
1915	2686	1519
1916	2687	1518
1917	2689	1517
1918	2690	1515
1919	2691	1514
1920	2692	1512
1921	2694	1511
1922	2695	1509
1923	2697	1508
1924	2698	1506
1925	2699	1505
1926	2701	1504
1927	2702	1502
1928	2703	1501
1929	2705	1499
1930	2706	1498
1931	2707	1496
1932	2709	1495
1933	2710	1494
1934	2711	1492
1935	2713	1491
1936	2714	1489
1937	2716	1488
1938	2717	1487
1939	2718	1485
1940	2720	1484
1941	2721	1482
1942	2722	1481
1943	2724	1479
1944	2725	1478
1945	2727	1477
1946	2728	1475
1947	2729	1474
1948	2730	1472
1949	2732	1471
1950	2733	1469
1951	2734	1468
1952	2736	1466
1953	2737	1465
1954	2739	1464
1955	2740	1462
1956	2741	1461
1957	2743	1459
1958	2744	1458
1959	2746	1457
1960	2747	1455
1961	2748	1454
1962	2750	1452
1963	2751	1451
1964	2753	1450
1965	2754	1448
1966	2755	1447
1967	2757	1445
1968	2758	1444
1969	2759	1442
1970	2761	1441
1971	2762	1440
1972	2764	1438
1973	2765	1437
1974	2766	1436
1975	2768	1434
1976	2769	1433
1977	2771	1431
1978	2772	1430
1979	2773	1428
1980	2775	1427
1981	2776	1426
1982	2777	1424
1983	2779	1423
1984	2780	1421
1985	2782	1420
1986	2783	1418
1987	2784	1417
1988	2786	1416
1989	2787	1414
1990	2789	1413
1991	2791	1412
1992	2792	1411
1993	2794	1409
1994	2795	1408
1995	2796	1406
1996	2797	1405
1997	2799	1404
1998	2800	1402
1999	2802	1401
2000	2803	1399
2001	2804	1398
2002	2806	1396
2003	2807	1395
2004	2808	1393
2005	2810	1392
2006	2811	1391
2007	2813	1389
2008	2814	1388
2009	2815	1386
2010	2817	1385
2011	2819	1384
2012	2820	1382
2013	2822	1381
2014	2823	1380
2015	2824	1378
2016	2826	1377
2017	2827	1375
2018	2829	1374
2019	2831	1373
2020	2832	1372
2021	2833	1370
2022	2834	1368
2023	2835	1367
2024	2837	1366
2025	2838	1364
2026	2839	1363
2027	2841	1361
2028	2842	1360
2029	2843	1358
2030	2845	1357
2031	2846	1355
2032	2847	1354
2033	2848	1352
2034	2850	1351
2035	2851	1350
2036	2853	1348
2037	2854	1347
2038	2855	1345
2039	2857	1344
2040	2858	1343
2041	2859	1341
2042	2861	1340
2043	2862	1338
2044	2864	1337
2045	2865	1336
2046	2866	1334
2047	2868	1333
2048	2869	1331
2049	2870	1330
2050	2872	1329
2051	2873	1327
2052	2875	1326
2053	2876	1324
2054	2877	1323
2055	2879	1321
2056	2880	1320
2057	2881	1319
2058	2883	1317
2059	2884	1316
2060	2886	1314
2061	2887	1313
2062	2889	1312
2063	2890	1310
2064	2891	1309
2065	2892	1307
2066	2894	1306
2067	2895	1304
2068	2897	1303
2069	2898	1302
2070	2899	1300
2071	2901	1299
2072	2902	1297
2073	2903	1296
2074	2905	1295
2075	2906	1293
2076	2908	1292
2077	2909	1291
2078	2911	1289
2079	2912	1288
2080	2914	1286
2081	2915	1285
2082	2916	1284
2083	2918	1282
2084	2919	1281
2085	2921	1279
2086	2922	1278
2087	2923	1277
2088	2925	1275
2089	2926	1274
2090	2927	1272
2091	2929	1271
2092	2930	1269
2093	2931	1268
2094	2933	1267
2095	2934	1265
2096	2935	1264
2097	2937	1262
2098	2938	1261
2099	2940	1260
2100	2941	1258
2101	2942	1257
2102	2944	1255
2103	2945	1254
2104	2946	1252
2105	2947	1251
2106	2949	1250
2107	2950	1248
2108	2952	1247
2109	2953	1245
2110	2955	1244
2111	2956	1243
2112	2957	1241
2113	2959	1240
2114	2960	1238
2115	2962	1237
2116	2963	1235
2117	2964	1234
2118	2966	1233
2119	2967	1231
2120	2968	1230
2121	2970	1228
2122	2971	1227
2123	2972	1226
2124	2973	1224
2125	2975	1223
2126	2976	1221
2127	2978	1220
2128	2979	1218
2129	2980	1217
2130	2981	1216
2131	2984	1214
2132	2985	1213
2133	2987	1212
2134	2988	1210
2135	2989	1209
2136	2991	1208
2137	2992	1206
2138	2993	1205
2139	2995	1203
2140	2996	1202
2141	2997	1200
2142	2999	1199
2143	3001	1198
2144	3002	1196
2145	3004	1195
2146	3005	1194
2147	3007	1192
2148	3009	1191
2149	3010	1190
2150	3011	1188
2151	3013	1187
2152	3014	1186
2153	3016	1184
2154	3017	1183
2155	3019	1181
2156	3020	1180
2157	3022	1179
2158	3023	1177
2159	3024	1176
2160	3026	1174
2161	3027	1173
2162	3029	1172
2163	3031	1171
2164	3032	1169
2165	3034	1168
2166	3035	1166
2167	3037	1165
2168	3038	1164
2169	3040	1162
2170	3041	1161
2171	3043	1160
2172	3044	1158
2173	3045	1157
2174	3047	1155
2175	3048	1154
2176	3049	1153
2177	3051	1151
2178	3052	1150
2179	3054	1148
2180	3055	1147
2181	3056	1146
2182	3058	1144
2183	3059	1143
2184	3061	1142
2185	3063	1140
2186	3065	1139
2187	3066	1138
2188	3069	1137
2189	3071	1135
2190	3072	1134
2191	3074	1133
2192	3075	1131
2193	3076	1130
2194	3078	1128
2195	3079	1127
2196	3081	1126
2197	3082	1124
2198	3083	1123
2199	3085	1121
2200	3086	1120
2201	3088	1119
2202	3089	1117
2203	3091	1116
2204	3092	1115
2205	3094	1113
2206	3095	1112
2207	3096	1110
2208	3098	1109
2209	3099	1107
2210	3100	1106
2211	3101	1104
2212	3103	1103
2213	3104	1102
2214	3106	1100
2215	3107	1099
2216	3109	1098
2217	3110	1096
2218	3112	1095
2219	3113	1093
2220	3115	1092
2221	3116	1091
2222	3117	1089
2223	3119	1088
2224	3120	1086
2225	3121	1085
2226	3123	1084
2227	3124	1082
2228	3126	1081
2229	3127	1079
2230	3128	1078
2231	3129	1076
2232	3131	1075
2233	3133	1074
2234	3134	1072
2235	3135	1071
2236	3137	1070
2237	3139	1068
2238	3140	1067
2239	3142	1066
2240	3143	1064
2241	3144	1063
2242	3146	1061
2243	3147	1060
2244	3148	1058
2245	3150	1057
2246	3151	1056
2247	3152	1054
2248	3153	1053
2249	3155	1051
2250	3156	1050
2251	3158	1048
2252	3159	1047
2253	3160	1046
2254	3161	1044
2255	3163	1043
2256	3164	1041
2257	3166	1040
2258	3167	1038
2259	3168	1037
2260	3170	1036
2261	3171	1034
2262	3173	1033
2263	3174	1031
2264	3175	1030
2265	3176	1029
2266	3178	1027
2267	3179	1026
2268	3181	1024
2269	3182	1023
2270	3183	1022
2271	3185	1020
2272	3186	1019
2273	3188	1017
2274	3189	1016
2275	3190	1014
2276	3192	1013
2277	3193	1012
2278	3194	1010
2279	3196	1009
2280	3197	1007
2281	3198	1006
2282	3200	1005
2283	3201	1003
2284	3202	1002
2285	3204	1000
2286	3205	999
2287	3207	998
2288	3208	996
2289	3210	995
2290	3211	993
2291	3212	992
2292	3214	991
2293	3215	989
2294	3216	988
2295	3218	986
2296	3219	985
2297	3221	984
2298	3223	982
2299	3224	981
2300	3225	979
2301	3227	978
2302	3228	977
2303	3229	975
2304	3231	974
2305	3232	972
2306	3233	971
2307	3235	970
2308	3236	968
2309	3238	967
2310	3239	965
2311	3240	964
2312	3242	963
2313	3243	961
2314	3244	960
2315	3246	958
2316	3247	957
2317	3248	955
2318	3250	954
2319	3251	953
2320	3253	951
2321	3254	950
2322	3255	948
2323	3256	947
2324	3258	946
2325	3259	944
2326	3261	943
2327	3262	941
2328	3263	940
2329	3265	939
2330	3266	937
2331	3268	936
2332	3269	934
2333	3271	933
2334	3272	932
2335	3273	930
2336	3275	929
2337	3276	927
2338	3278	926
2339	3279	924
2340	3280	923
2341	3282	922
2342	3283	920
2343	3285	919
2344	3286	917
2345	3287	916
2346	3289	915
2347	3290	913
2348	3291	912
2349	3293	910
2350	3294	909
2351	3295	908
2352	3297	906
2353	3298	905
2354	3299	903
2355	3301	902
2356	3302	900
2357	3303	899
2358	3305	898
2359	3306	896
2360	3307	895
2361	3309	893
2362	3310	892
2363	3311	891
2364	3313	889
2365	3314	888
2366	3315	886
2367	3316	885
2368	3318	883
2369	3319	882
2370	3321	881
2371	3322	879
2372	3323	878
2373	3325	876
2374	3326	875
2375	3327	873
2376	3329	872
2377	3330	871
2378	3332	869
2379	3333	868
2380	3335	867
2381	3336	865
2382	3337	864
2383	3339	862
2384	3340	861
2385	3342	860
2386	3343	858
2387	3344	857
2388	3345	855
2389	3347	854
2390	3348	852
2391	3350	851
2392	3351	850
2393	3352	848
2394	3354	847
2395	3355	845
2396	3356	844
2397	3358	843
2398	3359	841
2399	3361	840
2400	3362	838
2401	3363	837
2402	3364	835
2403	3366	834
2404	3367	833
2405	3369	831
2406	3370	830
2407	3371	828
2408	3372	827
2409	3374	826
2410	3375	824
2411	3376	823
2412	3378	821
2413	3379	820
2414	3380	818
2415	3381	817
2416	3383	816
2417	3384	814
2418	3385	813
2419	3387	811
2420	3388	810
2421	3389	808
2422	3391	807
2423	3392	806
2424	3393	804
2425	3395	803
2426	3396	801
2427	3397	800
2428	3399	799
2429	3400	797
2430	3402	796
2431	3403	794
2432	3404	793
2433	3405	791
2434	3407	790
2435	3408	789
2436	3409	787
2437	3411	786
2438	3412	784
2439	3413	783
2440	3415	782
2441	3416	780
2442	3417	779
2443	3419	777
2444	3420	776
2445	3421	775
2446	3423	773
2447	3424	772
2448	3426	770
2449	3427	769
2450	3428	768
2451	3430	766
2452	3431	765
2453	3433	763
2454	3434	762
2455	3435	760
2456	3436	759
2457	3438	758
2458	3439	756
2459	3440	755
2460	3442	753
2461	3443	752
2462	3444	751
2463	3446	749
2464	3447	748
2465	3448	746
2466	3449	745
2467	3450	743
2468	3452	742
2469	3453	741
2470	3455	739
2471	3456	738
2472	3457	736
2473	3459	735
2474	3460	734
2475	3461	732
2476	3463	731
2477	3464	729
2478	3466	728
2479	3467	727
2480	3468	725
2481	3469	724
2482	3471	722
2483	3472	721
2484	3474	719
2485	3475	718
2486	3476	717
2487	3478	715
2488	3479	714
2489	3480	712
2490	3482	711
2491	3483	710
2492	3484	708
2493	3486	707
2494	3487	705
2495	3488	704
2496	3490	703
2497	3491	701
2498	3492	700
2499	3494	698
2500	3495	697
2501	3497	696
2502	3498	694
2503	3499	693
2504	3501	691
2505	3502	690
2506	3504	689
2507	3505	687
2508	3506	686
2509	3508	684
2510	3509	683
2511	3510	681
2512	3512	680
2513	3513	679
2514	3515	677
2515	3516	676
2516	3517	675
2517	3519	673
2518	3520	672
2519	3521	670
2520	3523	669
2521	3524	668
2522	3526	666
2523	3527	665
2524	3528	663
2525	3530	662
2526	3531	660
2527	3532	659
2528	3533	658
2529	3535	656
2530	3536	655
2531	3538	654
2532	3540	652
2533	3541	651
2534	3542	649
2535	3544	648
2536	3545	647
2537	3546	645
2538	3548	644
2539	3549	642
2540	3551	641
2541	3552	640
2542	3553	638
2543	3555	637
2544	3556	635
2545	3557	634
2546	3559	633
2547	3560	631
2548	3561	630
2549	3563	628
2550	3564	627
2551	3565	626
2552	3567	624
2553	3568	623
2554	3569	621
2555	3571	620
2556	3572	618
2557	3573	617
2558	3575	616
2559	3576	614
2560	3577	613
2561	3579	611
2562	3580	610
2563	3581	609
2564	3583	607
2565	3584	606
2566	3585	604
2567	3587	603
2568	3588	602
2569	3590	600
2570	3591	599
2571	3593	597
2572	3594	596
2573	3595	595
2574	3597	593
2575	3598	592
2576	3599	590
2577	3600	589
2578	3602	588
2579	3603	586
2580	3605	585
2581	3606	583
2582	3608	582
2583	3609	581
2584	3610	579
2585	3612	578
2586	3613	576
2587	3615	575
2588	3617	574
2589	3618	572
2590	3620	571
2591	3622	570
2592	3624	568
2593	3626	567
2594	3628	566
2595	3630	564
2596	3631	563
2597	3632	562
2598	3634	560
2599	3636	559
2600	3637	557
2601	3638	556
2602	3640	555
2603	3641	553
2604	3643	552
2605	3645	551
2606	3647	549
2607	3648	548
2608	3650	547
2609	3651	545
2610	3652	544
2611	3654	542
2612	3655	541
2613	3657	540
2614	3658	538
2615	3660	537
2616	3661	535
2617	3662	534
2618	3664	533
2619	3665	531
2620	3666	530
2621	3668	528
2622	3669	527
2623	3671	526
2624	3672	524
2625	3674	523
2626	3675	521
2627	3676	520
2628	3678	519
2629	3679	517
2630	3681	516
2631	3682	514
2632	3683	513
2633	3685	512
2634	3686	510
2635	3688	509
2636	3689	507
2637	3690	506
2638	3691	505
2639	3693	503
2640	3694	502
2641	3696	500
2642	3697	499
2643	3699	498
2644	3700	496
2645	3701	495
2646	3703	493
2647	3704	492
2648	3706	491
2649	3707	489
2650	3708	488
2651	3710	486
2652	3711	485
2653	3713	484
2654	3714	482
2655	3715	481
2656	3717	479
2657	3718	478
2658	3719	476
2659	3720	475
2660	3722	474
2661	3724	472
2662	3725	471
2663	3727	470
2664	3729	468
2665	3730	467
2666	3732	465
2667	3733	464
2668	3735	463
2669	3736	461
2670	3737	460
2671	3738	458
2672	3740	457
2673	3742	456
2674	3743	454
2675	3745	453
2676	3746	452
2677	3748	450
2678	3749	449
2679	3750	447
2680	3752	446
2681	3753	445
2682	3754	443
2683	3755	442
2684	3757	440
2685	3758	439
2686	3759	437
2687	3761	436
2688	3762	435
2689	3764	433
2690	3765	432
2691	3766	430
2692	3768	429
2693	3769	428
2694	3770	426
2695	3772	425
2696	3773	423
2697	3775	422
2698	3776	421
2699	3778	419
2700	3779	418
2701	3780	416
2702	3782	415
2703	3783	414
2704	3785	412
2705	3786	411
2706	3787	409
2707	3789	408
2708	3790	407
2709	3791	405
2710	3793	404
2711	3794	402
2712	3796	401
2713	3797	400
2714	3798	398
2715	3800	397
2716	3801	395
2717	3803	394
2718	3804	393
2719	3805	391
2720	3807	390
2721	3808	388
2722	3810	387
2723	3811	386
2724	3812	384
2725	3814	383
2726	3815	381
2727	3816	380
2728	3818	379
2729	3819	377
2730	3821	376
2731	3822	374
2732	3824	373
2733	3825	372
2734	3826	370
2735	3828	369
2736	3829	367
2737	3830	366
2738	3832	365
2739	3833	363
2740	3835	362
2741	3836	361
2742	3838	359
2743	3839	358
2744	3840	356
2745	3842	355
2746	3843	353
2747	3844	352
2748	3846	351
2749	3847	349
2750	3848	348
2751	3850	346
2752	3851	345
2753	3852	344
2754	3854	342
2755	3855	341
2756	3856	339
2757	3858	338
2758	3859	337
2759	3860	335
2760	3862	334
2761	3863	332
2762	3864	331
2763	3866	330
2764	3867	328
2765	3868	327
2766	3870	325
2767	3871	324
2768	3872	323
2769	3874	321
2770	3875	320
2771	3876	318
2772	3877	317
2773	3879	316
2774	3880	314
2775	3881	313
2776	3883	311
2777	3884	310
2778	3885	308
2779	3887	307
2780	3888	306
2781	3889	304
2782	3891	303
2783	3892	302
2784	3894	300
2785	3895	299
2786	3896	297
2787	3897	296
2788	3899	294
2789	3900	293
2790	3901	292
2791	3903	290
2792	3904	289
2793	3905	287
2794	3907	286
2795	3908	285
2796	3910	283
2797	3912	282
2798	3914	281
2799	3916	279
2800	3917	278
2801	3918	276
2802	3920	275
2803	3921	274
2804	3924	272
2805	3925	271
2806	3927	270
2807	3928	268
2808	3930	267
2809	3931	265
2810	3933	264
2811	3934	263
2812	3936	261
2813	3937	260
2814	3939	258
2815	3940	257
2816	3942	256
2817	3943	254
2818	3944	253
2819	3945	251
2820	3947	250
2821	3948	249
2822	3950	247
2823	3951	246
2824	3953	244
2825	3954	243
2826	3956	242
2827	3957	240
2828	3958	239
2829	3960	237
2830	3961	236
2831	3963	235
2832	3964	233
2833	3965	232
2834	3967	230
2835	3968	229
2836	3969	228
2837	3971	226
2838	3972	225
2839	3973	223
2840	3975	222
2841	3976	221
2842	3978	219
2843	3979	218
2844	3981	216
2845	3982	215
2846	3983	214
2847	3984	212
2848	3986	211
2849	3987	209
2850	3989	208
2851	3990	207
2852	3992	205
2853	3993	204
2854	3994	202
2855	3996	201
2856	3997	200
2857	3998	198
2858	4000	197
2859	4001	195
2860	4003	194
2861	4004	193
2862	4006	191
2863	4007	190
2864	4009	188
2865	4010	187
2866	4012	186
2867	4014	184
2868	4015	183
2869	4017	181
2870	4018	180
2871	4021	179
2872	4022	177
2873	4024	176
2874	4025	175
2875	4027	173
2876	4028	172
2877	4029	170
2878	4031	169
2879	4033	168
2880	4034	166
2881	4036	165
2882	4038	163
2883	4039	162
2884	4041	161
2885	4042	159
2886	4043	158
2887	4045	156
2888	4046	155
2889	4048	154
2890	4050	152
2891	4051	151
2892	4053	149
2893	4054	148
2894	4055	147
2895	4057	145
2896	4058	144
2897	4060	142
2898	4061	141
2899	4062	140
2900	4064	138
2901	4065	137
2902	4066	135
2903	4068	134
2904	4069	133
2905	4070	131
2906	4072	130
2907	4073	128
2908	4075	127
2909	4076	126
2910	4077	124
2911	4079	123
2912	4080	121
2913	4081	120
2914	4083	119
2915	4084	117
2916	4086	116
2917	4087	114
2918	4088	113
2919	4090	112
2920	4091	110
2921	4092	109
2922	4094	107
2923	4095	106
2924	4096	105
2925	4098	103
2926	4099	102
2927	4100	100
2928	4102	99
2929	4103	98
2930	4105	96
2931	4106	95
2932	4107	93
2933	4109	92
2934	4110	91
2935	4111	89
2936	4113	88
2937	4114	86
2938	4115	85
2939	4117	84
2940	4118	82
2941	4119	81
2942	4121	79
2943	4122	78
2944	4124	77
2945	4125	75
2946	4126	74
2947	4128	72
2948	4129	71
2949	4132	70
2950	4133	68
2951	4134	67
2952	4136	65
2953	4137	64
2954	4138	63
2955	4140	61
2956	4141	60
2957	4143	58
2958	4144	57
2959	4145	56
2960	4146	54
2961	4148	53
2962	4149	51
2963	4151	50
2964	4152	49
2965	4153	47
2966	4155	46
2967	4156	44
2968	4157	43
2969	4158	42
2970	4160	40
2971	4161	39
2972	4163	37
2973	4164	36
2974	4165	35
2975	4166	33
2976	4168	32
2977	4169	30
2978	4170	29
2979	4171	27
2980	4173	26
2981	4174	25
2982	4176	23
2983	4177	22
2984	4179	21
2985	4180	19
2986	4181	18
2987	4183	16
2988	4184	15
2989	4185	13
2990	4187	12
2991	4188	11
2992	4190	9
2993	4191	8
2994	4192	6
2995	4194	5
2996	4195	4
2997	4196	2
2998	4198	1
2999	4199	0
